ID,Original,Firma,Zusatz,Straße,PLZ,Stadt,Land
17299,"SALT AND PEPPER Technology GmbH & Co.KG Niederlassung Stuttgart
Meitnerstraße 6 
70563 Stuttgart",SALT AND PEPPER Technology GmbH & Co.KG Niederlassung Stuttgart,,Meitnerstraße 6 ,70563,Stuttgart,DE
17315,"4P Consulting GmbH
Wankelstraße 3
70563 Stuttgart",4P Consulting GmbH,,Wankelstraße 3,70563,Stuttgart,DE
17385,"RICHARD BOORBERG VERLAG GmbH & Co KG
Sonja Schöchlin
Scharrstraße 2
70563 Stuttgart",RICHARD BOORBERG VERLAG GmbH & Co KG,Sonja Schöchlin,Scharrstraße 2,70563,Stuttgart,DE
17432,"Yves Rocher GmbH
Meitnerstraße 6
70563 Stuttgart",Yves Rocher GmbH,,Meitnerstraße 6,70563,Stuttgart,DE
17435,"ADJUVARIS Partnerschaft mbB
Meitnerstraße 6
70563 Stuttgart",ADJUVARIS Partnerschaft mbB,,Meitnerstraße 6,70563,Stuttgart,DE
17777,"SMART IN OVATION GmbH
STEP8.1
Meitnerstraße 10
70563 Stuttgart",SMART IN OVATION GmbH,STEP8.1,Meitnerstraße 10,70563,Stuttgart,DE
17924,"MesH Engineering GmbH
Wankelstraße 3
70563 Stuttgart-Vaihingen",MesH Engineering GmbH,,Wankelstraße 3,70563,Stuttgart,DE
17941,"Leadec Beteiligungen GmbH
Meitnerstraße 11
70563 Stuttgart",Leadec Beteiligungen GmbH,,Meitnerstraße 11,70563,Stuttgart,DE
18527,"ISP Service eG
Mezgerstraße 34
70563 Stuttgart",ISP Service eG,,Mezgerstraße 34,70563,Stuttgart,DE
18560,"DCCS GmbH
Wankelstraße 14
70563 Stuttgart
",DCCS GmbH,,Wankelstraße 14,70563,Stuttgart,DE
18595,"NewVision Consulting GmbH
Meitnerstraße 6
70563 Stuttgart",NewVision Consulting GmbH,,Meitnerstraße 6,70563,Stuttgart,DE
16398,"Stuttgarter Straßenbahnen AG
Finanzbuchhaltung ZF
Schockenriedstraße 50
70565 Stuttgart",Stuttgarter Straßenbahnen AG,Finanzbuchhaltung ZF,Schockenriedstraße 50,70565,Stuttgart,DE
16875,"Engineering System International GmbH
Liebknechtstr. 33
70565 Stuttgart
",Engineering System International GmbH,,Liebknechtstr. 33,70565,Stuttgart,DE
16935,"ESCAD DESIGN GmbH
Am Wallgraben 99
70565 Stuttgart-Vaihingen",ESCAD DESIGN GmbH,,Am Wallgraben 99,70565,Stuttgart,DE
17003,"Lapp Service GmbH
Oskar-Lapp-Straße 2
70565 Stuttgart",Lapp Service GmbH,,Oskar-Lapp-Straße 2,70565,Stuttgart,DE
17099,"DYNAmore Gesellschaft für FEM Ingenieurdienstleistungen mbH
Industriestraße 2
70565 Stuttgart",DYNAmore Gesellschaft für FEM Ingenieurdienstleistungen mbH,,Industriestraße 2,70565,Stuttgart,DE
17184,"SPECTRUM AG
Kupferstraße 36
70565 Stuttgart",SPECTRUM AG,,Kupferstraße 36,70565,Stuttgart,DE
17206,"IT.TEM GmbH
Industriestraße 4
70565 Stuttgart",IT.TEM GmbH,,Industriestraße 4,70565,Stuttgart,DE
17223,"Deutsche Zöliakie-Gesellschaft e.V.
Kupferstraße 36
70565 Stuttgart",Deutsche Zöliakie-Gesellschaft e.V.,,Kupferstraße 36,70565,Stuttgart,DE
17271,"Xllog GmbH
Breitwiesenstrasse 13
70565 Stuttgart",Xllog GmbH,,Breitwiesenstrasse 13,70565,Stuttgart,DE
17275,"Internet XS Service GmbH
Heßbrühlstraße 15
70565 Stuttgart",Internet XS Service GmbH,,Heßbrühlstraße 15,70565,Stuttgart,DE
17283,"beo Gesellschaft für Sprachen und Technologie mbH
Ruppmannstr.33
70565 Stuttgart",beo Gesellschaft für Sprachen und Technologie mbH,,Ruppmannstr.33,70565,Stuttgart,DE
17309,"Julius Bach Bauunternehmung GmbH
Schulze-Delitzsch-Straße 4-8
70565 Stuttgart",Julius Bach Bauunternehmung GmbH,,Schulze-Delitzsch-Straße 4-8,70565,Stuttgart,DE
17336,"widecare GmbH 
Breitwiesenstr. 19
70565 Stuttgart",widecare GmbH ,,Breitwiesenstr. 19,70565,Stuttgart,DE
17380,"Quimron GmbH
Schulze-Delitzsch-Straße 16
70565 Stuttgart",Quimron GmbH,,Schulze-Delitzsch-Straße 16,70565,Stuttgart,DE
17393,"HWS GmbH & Co. KG
Wirtschaftsprüfungsgesellschaft 
Steuerberatungsgesellschaft
Kupferstr. 5
70565 Stuttgart",HWS GmbH & Co. KG,,Kupferstr. 5,70565,Stuttgart,DE
17396,"Friedrich & Kensbock Rechtsanwälte Partnerschaftsgesellschaft mbB
Schulze-Delitzsch-Straße 28
70565 Stuttgart",Friedrich & Kensbock Rechtsanwälte Partnerschaftsgesellschaft mbB,,Schulze-Delitzsch-Straße 28,70565,Stuttgart,DE
17419,"Quanto Solutions GmbH
Am Wallgraben 100
70565 Stuttgart",Quanto Solutions GmbH,,Am Wallgraben 100,70565,Stuttgart,DE
17491,"SSP Consult, Beratende Ingenieure GmbH
Schockenriedstraße 8A
70565 Stuttgart","SSP Consult, Beratende Ingenieure GmbH",,Schockenriedstraße 8A,70565,Stuttgart,DE
17822,"umlaut systems GmbH
Ruppmannstr. 27
70565 Stuttgart",umlaut systems GmbH,,Ruppmannstr. 27,70565,Stuttgart,DE
17922,"circular Informationssysteme GmbH
Schulze-Delitzsch-Str. 36
70565 Stuttgart",circular Informationssysteme GmbH,,Schulze-Delitzsch-Str. 36,70565,Stuttgart,DE
17930,"InCaTec Gruppe GmbH
Schulze-Delitzsch-Straße 16
70565 Stuttgart",InCaTec Gruppe GmbH,,Schulze-Delitzsch-Straße 16,70565,Stuttgart,DE
18030,"GE&PM GmbH
Schulze-Delitzsch-Straße 38
70565 Stuttgart",GE&PM GmbH,,Schulze-Delitzsch-Straße 38,70565,Stuttgart,DE
18082,"Primestone Consulting GmbH & Co. KG
Industriestraße 4
70565 Stuttgart",Primestone Consulting GmbH & Co. KG,,Industriestraße 4,70565,Stuttgart,DE
18323,"Gustav Lauser Grundbesitz GmbH &Co KG
Schulze-Delitzschstr. 16 
70565 Stuttgart",Gustav Lauser Grundbesitz GmbH &Co KG,,Schulze-Delitzschstr. 16 ,70565,Stuttgart,DE
18445,"evia solutions GmbH
Am Wallgraben 100
70565 Stuttgart",evia solutions GmbH,,Am Wallgraben 100,70565,Stuttgart,DE
18471,"WirtschaftsTreuhand GmbH
Schulze-Delitzsch-Straße 28
70565 Stuttgart",WirtschaftsTreuhand GmbH,,Schulze-Delitzsch-Straße 28,70565,Stuttgart,DE
18513,"sidion GmbH
Heßbrühlstraße 15
70565 Stuttgart",sidion GmbH,,Heßbrühlstraße 15,70565,Stuttgart,DE
18608,"ESI Software Germany GmbH
Liebknechtstraße 33
70565 Stuttgart",ESI Software Germany GmbH,,Liebknechtstraße 33,70565,Stuttgart,DE
18655,"Flexis AG
Industriestraße 6
70565 Stuttgart",Flexis AG,,Industriestraße 6,70565,Stuttgart,DE
18664,"KV SiS BW Sicherstellungs-GmbH
Industriestraße 4
70565 Stuttgart",KV SiS BW Sicherstellungs-GmbH,,Industriestraße 4,70565,Stuttgart,DE
16335,"Karatbars International GmbH
Vaihinger Straße 149 A
70567 Stuttgart",Karatbars International GmbH,,Vaihinger Straße 149 A,70567,Stuttgart,DE
17409,"Kassenärztliche Vereinigung Baden-Württemberg
Kaufmännische Verwaltung
Vertragsnummer: ZE_30912_2017
Albstadtweg 11
70567 Stuttgart",Kassenärztliche Vereinigung Baden-Württemberg,"Kaufmännische Verwaltung
Vertragsnummer: ZE_30912_2017",Albstadtweg 11,70567,Stuttgart,DE
17494,"ACHAT Hotel Stuttgart Airport Messe
Vor dem Lauch 20
70567 Stuttgart",ACHAT Hotel Stuttgart Airport Messe,,Vor dem Lauch 20,70567,Stuttgart,DE
17814,"Kassenärztliche Vereinigung Baden-Württemberg 
ZE_70096
Albstadtweg 11
70567 Stuttgart",Kassenärztliche Vereinigung Baden-Württemberg ,ZE_70096,Albstadtweg 11,70567,Stuttgart,DE
17923,"Hauk und Sasko Ingenieurgesellschaft mbH
Eichwiesenring 11
70567 Stuttgart",Hauk und Sasko Ingenieurgesellschaft mbH,,Eichwiesenring 11,70567,Stuttgart,DE
18673,"Trustsec IT-Solutions GmbH
Sigmaringer Straße 121
70567 Stuttgart-Möhringen",Trustsec IT-Solutions GmbH,,Sigmaringer Straße 121,70567,Stuttgart,DE
18691,"ARGE Allianz Campus Stuttgart Vaihingen
Albstadtweg 5
70567 Stuttgart
",ARGE Allianz Campus Stuttgart Vaihingen,,Albstadtweg 5,70567,Stuttgart,DE
18718,"KV SiS BW Sicherstellungs-GmbH
Albstadtweg 11
70567 Stuttgart",KV SiS BW Sicherstellungs-GmbH,,Albstadtweg 11,70567,Stuttgart,DE
18726,"CODE2ORDER GmbH
Eichwiesenring 4F
70567 Stuttgart",CODE2ORDER GmbH,,Eichwiesenring 4F,70567,Stuttgart,DE
